   0.00000000E+00   1.12586309E-06   0.00000000E+00   0.00000000E+00   5.62931559E-07   0.00000000E+00   0.00000000E+00   1.10427239E-06   0.00000000E+00   0.00000000E+00   2.20854471E-06   0.00000000E+00   0.00000000E+00   5.62880418E-07   0.00000000E+00   0.00000000E+00   2.81440217E-07   0.00000000E+00   0.00000000E+00   5.52085067E-07   0.00000000E+00   0.00000000E+00   1.10417010E-06   0.00000000E+00
   0.00000000E+00   0.00000000E+00   1.12586309E-06   0.00000000E+00   0.00000000E+00   5.62931559E-07   0.00000000E+00   0.00000000E+00   1.10427239E-06   0.00000000E+00   0.00000000E+00   2.20854471E-06   0.00000000E+00   0.00000000E+00   5.62880418E-07   0.00000000E+00   0.00000000E+00   2.81440217E-07   0.00000000E+00   0.00000000E+00   5.52085067E-07   0.00000000E+00   0.00000000E+00   1.10417010E-06
   1.14735151E-06   0.00000000E+00   0.00000000E+00   5.73675769E-07   0.00000000E+00   0.00000000E+00   2.81440217E-07   0.00000000E+00   0.00000000E+00   5.62880418E-07   0.00000000E+00   0.00000000E+00   2.29449839E-06   0.00000000E+00   0.00000000E+00   1.14724922E-06   0.00000000E+00   0.00000000E+00   5.62829277E-07   0.00000000E+00   0.00000000E+00   1.12565852E-06   0.00000000E+00   0.00000000E+00
   0.00000000E+00   1.14735151E-06   0.00000000E+00   0.00000000E+00   5.73675769E-07   0.00000000E+00   0.00000000E+00   2.81440217E-07   0.00000000E+00   0.00000000E+00   5.62880418E-07   0.00000000E+00   0.00000000E+00   2.29449839E-06   0.00000000E+00   0.00000000E+00   1.14724922E-06   0.00000000E+00   0.00000000E+00   5.62829277E-07   0.00000000E+00   0.00000000E+00   1.12565852E-06   0.00000000E+00
   0.00000000E+00   0.00000000E+00   1.14735151E-06   0.00000000E+00   0.00000000E+00   5.73675769E-07   0.00000000E+00   0.00000000E+00   2.81440217E-07   0.00000000E+00   0.00000000E+00   5.62880418E-07   0.00000000E+00   0.00000000E+00   2.29449839E-06   0.00000000E+00   0.00000000E+00   1.14724922E-06   0.00000000E+00   0.00000000E+00   5.62829277E-07   0.00000000E+00   0.00000000E+00   1.12565852E-06
   5.73675769E-07   0.00000000E+00   0.00000000E+00   1.14735151E-06   0.00000000E+00   0.00000000E+00   5.62880418E-07   0.00000000E+00   0.00000000E+00   2.81440217E-07   0.00000000E+00   0.00000000E+00   1.14724922E-06   0.00000000E+00   0.00000000E+00   2.29449839E-06   0.00000000E+00   0.00000000E+00   1.12565852E-06   0.00000000E+00   0.00000000E+00   5.62829277E-07   0.00000000E+00   0.00000000E+00
   0.00000000E+00   5.73675769E-07   0.00000000E+00   0.00000000E+00   1.14735151E-06   0.00000000E+00   0.00000000E+00   5.62880418E-07   0.00000000E+00   0.00000000E+00   2.81440217E-07   0.00000000E+00   0.00000000E+00   1.14724922E-06   0.00000000E+00   0.00000000E+00   2.29449839E-06   0.00000000E+00   0.00000000E+00   1.12565852E-06   0.00000000E+00   0.00000000E+00   5.62829277E-07   0.00000000E+00
   0.00000000E+00   0.00000000E+00   5.73675769E-07   0.00000000E+00   0.00000000E+00   1.14735151E-06   0.00000000E+00   0.00000000E+00   5.62880418E-07   0.00000000E+00   0.00000000E+00   2.81440217E-07   0.00000000E+00   0.00000000E+00   1.14724922E-06   0.00000000E+00   0.00000000E+00   2.29449839E-06   0.00000000E+00   0.00000000E+00   1.12565852E-06   0.00000000E+00   0.00000000E+00   5.62829277E-07
   2.81440217E-07   0.00000000E+00   0.00000000E+00   5.62880418E-07   0.00000000E+00   0.00000000E+00   1.10417010E-06   0.00000000E+00   0.00000000E+00   5.52085067E-07   0.00000000E+00   0.00000000E+00   5.62829277E-07   0.00000000E+00   0.00000000E+00   1.12565852E-06   0.00000000E+00   0.00000000E+00   2.20813559E-06   0.00000000E+00   0.00000000E+00   1.10406782E-06   0.00000000E+00   0.00000000E+00
   0.00000000E+00   2.81440217E-07   0.00000000E+00   0.00000000E+00   5.62880418E-07   0.00000000E+00   0.00000000E+00   1.10417010E-06   0.00000000E+00   0.00000000E+00   5.52085067E-07   0.00000000E+00   0.00000000E+00   5.62829277E-07   0.00000000E+00   0.00000000E+00   1.12565852E-06   0.00000000E+00   0.00000000E+00   2.20813559E-06   0.00000000E+00   0.00000000E+00   1.10406782E-06   0.00000000E+00
   0.00000000E+00   0.00000000E+00   2.81440217E-07   0.00000000E+00   0.00000000E+00   5.62880418E-07   0.00000000E+00   0.00000000E+00   1.10417010E-06   0.00000000E+00   0.00000000E+00   5.52085067E-07   0.00000000E+00   0.00000000E+00   5.62829277E-07   0.00000000E+00   0.00000000E+00   1.12565852E-06   0.00000000E+00   0.00000000E+00   2.20813559E-06   0.00000000E+00   0.00000000E+00   1.10406782E-06
   5.62880418E-07   0.00000000E+00   0.00000000E+00   2.81440217E-07   0.00000000E+00   0.00000000E+00   5.52085067E-07   0.00000000E+00   0.00000000E+00   1.10417010E-06   0.00000000E+00   0.00000000E+00   1.12565852E-06   0.00000000E+00   0.00000000E+00   5.62829277E-07   0.00000000E+00   0.00000000E+00   1.10406782E-06   0.00000000E+00   0.00000000E+00   2.20813559E-06   0.00000000E+00   0.00000000E+00
   0.00000000E+00   5.62880418E-07   0.00000000E+00   0.00000000E+00   2.81440217E-07   0.00000000E+00   0.00000000E+00   5.52085067E-07   0.00000000E+00   0.00000000E+00   1.10417010E-06   0.00000000E+00   0.00000000E+00   1.12565852E-06   0.00000000E+00   0.00000000E+00   5.62829277E-07   0.00000000E+00   0.00000000E+00   1.10406782E-06   0.00000000E+00   0.00000000E+00   2.20813559E-06   0.00000000E+00
   0.00000000E+00   0.00000000E+00   5.62880418E-07   0.00000000E+00   0.00000000E+00   2.81440217E-07   0.00000000E+00   0.00000000E+00   5.52085067E-07   0.00000000E+00   0.00000000E+00   1.10417010E-06   0.00000000E+00   0.00000000E+00   1.12565852E-06   0.00000000E+00   0.00000000E+00   5.62829277E-07   0.00000000E+00   0.00000000E+00   1.10406782E-06   0.00000000E+00   0.00000000E+00   2.20813559E-06
